segment_id,video_key,video_path,split,class_id,class_name,start_frame,end_frame,fps,n_frames
1185,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,1,Retract from Shelf,3801,3851,30.0,4310
1186,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,2,Hand in Shelf,1064,1137,30.0,4310
1187,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,2,Hand in Shelf,1960,2002,30.0,4310
1188,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,2,Hand in Shelf,2568,2604,30.0,4310
1189,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,2,Hand in Shelf,2628,2658,30.0,4310
1190,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,2,Hand in Shelf,2688,2737,30.0,4310
1191,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,2,Hand in Shelf,2767,2804,30.0,4310
1192,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,2,Hand in Shelf,2975,3023,30.0,4310
1193,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,2,Hand in Shelf,3192,3228,30.0,4310
1194,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,3,Inspect Product,538,627,30.0,4310
1195,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,3,Inspect Product,628,717,30.0,4310
1196,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,3,Inspect Product,903,992,30.0,4310
1197,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,3,Inspect Product,993,1027,30.0,4310
1198,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,3,Inspect Product,1248,1335,30.0,4310
1199,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,3,Inspect Product,2524,2540,30.0,4310
1200,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,3,Inspect Product,2828,2847,30.0,4310
1201,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,3,Inspect Product,3500,3589,30.0,4310
1202,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,3,Inspect Product,3590,3679,30.0,4310
1203,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,3,Inspect Product,3854,3943,30.0,4310
1204,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,3,Inspect Product,3944,4030,30.0,4310
1205,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,4,Inspect Shelf,187,276,30.0,4310
1206,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,4,Inspect Shelf,277,366,30.0,4310
1207,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,4,Inspect Shelf,367,456,30.0,4310
1208,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,4,Inspect Shelf,720,809,30.0,4310
1209,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,4,Inspect Shelf,810,831,30.0,4310
1210,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,4,Inspect Shelf,1340,1429,30.0,4310
1211,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,4,Inspect Shelf,1430,1519,30.0,4310
1212,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,4,Inspect Shelf,1520,1609,30.0,4310
1213,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,4,Inspect Shelf,1610,1699,30.0,4310
1214,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,4,Inspect Shelf,1700,1789,30.0,4310
1215,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,4,Inspect Shelf,2436,2463,30.0,4310
1216,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,4,Inspect Shelf,2900,2945,30.0,4310
1217,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,4,Inspect Shelf,3047,3136,30.0,4310
1218,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,4,Inspect Shelf,3137,3157,30.0,4310
1219,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,4,Inspect Shelf,3279,3368,30.0,4310
1220,16_2,dataset\raw\Videos_MERL_Shopping_Dataset\16_2_crop.mp4,train,4,Inspect Shelf,3369,3425,30.0,4310
1359,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,0,Reach to Shelf,168,187,30.0,4163
1360,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,0,Reach to Shelf,695,769,30.0,4163
1361,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,0,Reach to Shelf,1144,1172,30.0,4163
1362,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,0,Reach to Shelf,1334,1364,30.0,4163
1363,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,0,Reach to Shelf,1424,1452,30.0,4163
1364,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,0,Reach to Shelf,1576,1604,30.0,4163
1365,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,0,Reach to Shelf,2214,2247,30.0,4163
1366,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,0,Reach to Shelf,2438,2454,30.0,4163
1367,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,0,Reach to Shelf,2588,2610,30.0,4163
1368,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,0,Reach to Shelf,2839,2866,30.0,4163
1369,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,0,Reach to Shelf,2892,2912,30.0,4163
1370,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,0,Reach to Shelf,3136,3153,30.0,4163
1371,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,0,Reach to Shelf,3170,3198,30.0,4163
1372,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,0,Reach to Shelf,3484,3504,30.0,4163
1373,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,0,Reach to Shelf,3723,3763,30.0,4163
1374,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,0,Reach to Shelf,649,691,30.0,4163
1375,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,0,Reach to Shelf,999,1036,30.0,4163
1376,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,0,Reach to Shelf,1291,1320,30.0,4163
1377,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,0,Reach to Shelf,1855,1901,30.0,4163
1378,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,0,Reach to Shelf,2506,2527,30.0,4163
1379,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,0,Reach to Shelf,2646,2668,30.0,4163
1380,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,0,Reach to Shelf,3075,3114,30.0,4163
1381,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,0,Reach to Shelf,3380,3417,30.0,4163
1382,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,0,Reach to Shelf,3604,3638,30.0,4163
1383,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,0,Reach to Shelf,3954,4003,30.0,4163
1384,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,1,Retract from Shelf,1076,1107,30.0,4163
1385,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,1,Retract from Shelf,1481,1498,30.0,4163
1386,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,1,Retract from Shelf,3121,3135,30.0,4163
1387,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,1,Retract from Shelf,3468,3484,30.0,4163
1388,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,1,Retract from Shelf,3639,3665,30.0,4163
1389,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,1,Retract from Shelf,4010,4053,30.0,4163
1390,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,1,Retract from Shelf,190,223,30.0,4163
1391,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,1,Retract from Shelf,870,895,30.0,4163
1392,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,1,Retract from Shelf,1174,1205,30.0,4163
1393,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,1,Retract from Shelf,1604,1636,30.0,4163
1394,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,1,Retract from Shelf,2456,2486,30.0,4163
1395,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,1,Retract from Shelf,2540,2561,30.0,4163
1396,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,1,Retract from Shelf,2611,2642,30.0,4163
1397,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,1,Retract from Shelf,2732,2751,30.0,4163
1398,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,1,Retract from Shelf,2935,2984,30.0,4163
1399,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,1,Retract from Shelf,3252,3312,30.0,4163
1400,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,1,Retract from Shelf,3518,3544,30.0,4163
1401,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,1,Retract from Shelf,3784,3830,30.0,4163
1402,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,2,Hand in Shelf,772,861,30.0,4163
1403,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,2,Hand in Shelf,1038,1074,30.0,4163
1404,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,2,Hand in Shelf,1454,1477,30.0,4163
1405,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,2,Hand in Shelf,2250,2339,30.0,4163
1406,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,2,Hand in Shelf,2340,2429,30.0,4163
1407,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,2,Hand in Shelf,2430,2519,30.0,4163
1408,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,2,Hand in Shelf,2520,2609,30.0,4163
1409,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,2,Hand in Shelf,2610,2699,30.0,4163
1410,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,2,Hand in Shelf,2700,2732,30.0,4163
1411,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,2,Hand in Shelf,2913,2934,30.0,4163
1412,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,2,Hand in Shelf,3155,3169,30.0,4163
1413,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,2,Hand in Shelf,3199,3251,30.0,4163
1414,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,2,Hand in Shelf,3419,3467,30.0,4163
1415,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,2,Hand in Shelf,3764,3782,30.0,4163
1416,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,3,Inspect Product,226,315,30.0,4163
1417,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,3,Inspect Product,316,405,30.0,4163
1418,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,3,Inspect Product,406,495,30.0,4163
1419,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,3,Inspect Product,496,585,30.0,4163
1420,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,3,Inspect Product,586,650,30.0,4163
1421,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,3,Inspect Product,898,987,30.0,4163
1422,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,3,Inspect Product,1209,1289,30.0,4163
1423,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,3,Inspect Product,1638,1727,30.0,4163
1424,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,3,Inspect Product,1728,1817,30.0,4163
1425,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,3,Inspect Product,1818,1852,30.0,4163
1426,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,3,Inspect Product,2487,2505,30.0,4163
1427,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,3,Inspect Product,2986,3073,30.0,4163
1428,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,3,Inspect Product,3314,3378,30.0,4163
1429,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,3,Inspect Product,3545,3602,30.0,4163
1430,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,3,Inspect Product,3832,3921,30.0,4163
1431,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,3,Inspect Product,3922,3953,30.0,4163
1432,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,4,Inspect Shelf,1110,1144,30.0,4163
1433,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,4,Inspect Shelf,1370,1416,30.0,4163
1434,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,4,Inspect Shelf,1500,1572,30.0,4163
1435,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,4,Inspect Shelf,2673,2713,30.0,4163
1436,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,4,Inspect Shelf,2757,2836,30.0,4163
1437,17_2,dataset\raw\Videos_MERL_Shopping_Dataset\17_2_crop.mp4,train,4,Inspect Shelf,3667,3721,30.0,4163
1519,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,0,Reach to Shelf,165,192,30.0,3895
1520,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,0,Reach to Shelf,328,344,30.0,3895
1521,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,0,Reach to Shelf,425,455,30.0,3895
1522,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,0,Reach to Shelf,769,803,30.0,3895
1523,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,0,Reach to Shelf,1096,1133,30.0,3895
1524,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,0,Reach to Shelf,1429,1464,30.0,3895
1525,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,0,Reach to Shelf,1608,1650,30.0,3895
1526,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,0,Reach to Shelf,2157,2193,30.0,3895
1527,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,0,Reach to Shelf,2576,2598,30.0,3895
1528,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,0,Reach to Shelf,2913,2961,30.0,3895
1529,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,0,Reach to Shelf,3375,3406,30.0,3895
1530,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,0,Reach to Shelf,3674,3701,30.0,3895
1531,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,0,Reach to Shelf,274,324,30.0,3895
1532,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,0,Reach to Shelf,581,617,30.0,3895
1533,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,0,Reach to Shelf,636,665,30.0,3895
1534,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,0,Reach to Shelf,982,1035,30.0,3895
1535,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,0,Reach to Shelf,1318,1382,30.0,3895
1536,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,0,Reach to Shelf,1774,1824,30.0,3895
1537,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,0,Reach to Shelf,2456,2492,30.0,3895
1538,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,0,Reach to Shelf,2741,2781,30.0,3895
1539,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,0,Reach to Shelf,2820,2848,30.0,3895
1540,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,0,Reach to Shelf,3169,3218,30.0,3895
1541,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,1,Retract from Shelf,407,424,30.0,3895
1542,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,1,Retract from Shelf,716,747,30.0,3895
1543,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,1,Retract from Shelf,1038,1063,30.0,3895
1544,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,1,Retract from Shelf,1387,1423,30.0,3895
1545,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,1,Retract from Shelf,1471,1509,30.0,3895
1546,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,1,Retract from Shelf,1827,1844,30.0,3895
1547,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,1,Retract from Shelf,2493,2530,30.0,3895
1548,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,1,Retract from Shelf,2876,2910,30.0,3895
1549,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,1,Retract from Shelf,3247,3262,30.0,3895
1550,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,1,Retract from Shelf,3557,3579,30.0,3895
1551,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,1,Retract from Shelf,3702,3734,30.0,3895
1552,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,1,Retract from Shelf,194,241,30.0,3895
1553,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,1,Retract from Shelf,456,498,30.0,3895
1554,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,1,Retract from Shelf,804,848,30.0,3895
1555,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,1,Retract from Shelf,1134,1167,30.0,3895
1556,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,1,Retract from Shelf,1651,1689,30.0,3895
1557,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,1,Retract from Shelf,2193,2235,30.0,3895
1558,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,1,Retract from Shelf,2599,2660,30.0,3895
1559,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,1,Retract from Shelf,2963,3011,30.0,3895
1560,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,2,Hand in Shelf,344,407,30.0,3895
1561,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,2,Hand in Shelf,669,714,30.0,3895
1562,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,2,Hand in Shelf,2848,2874,30.0,3895
1563,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,2,Hand in Shelf,3220,3245,30.0,3895
1564,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,2,Hand in Shelf,3408,3497,30.0,3895
1565,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,2,Hand in Shelf,3498,3555,30.0,3895
1566,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,3,Inspect Product,243,270,30.0,3895
1567,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,3,Inspect Product,500,580,30.0,3895
1568,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,3,Inspect Product,850,939,30.0,3895
1569,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,3,Inspect Product,940,980,30.0,3895
1570,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,3,Inspect Product,1169,1258,30.0,3895
1571,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,3,Inspect Product,1259,1315,30.0,3895
1572,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,3,Inspect Product,1689,1772,30.0,3895
1573,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,3,Inspect Product,2238,2327,30.0,3895
1574,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,3,Inspect Product,2328,2417,30.0,3895
1575,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,3,Inspect Product,2418,2453,30.0,3895
1576,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,3,Inspect Product,2661,2739,30.0,3895
1577,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,3,Inspect Product,3013,3102,30.0,3895
1578,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,3,Inspect Product,3103,3167,30.0,3895
1579,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,4,Inspect Shelf,748,769,30.0,3895
1580,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,4,Inspect Shelf,1063,1095,30.0,3895
1581,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,4,Inspect Shelf,1510,1599,30.0,3895
1582,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,4,Inspect Shelf,2531,2574,30.0,3895
1583,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,4,Inspect Shelf,3263,3352,30.0,3895
1584,18_1,dataset\raw\Videos_MERL_Shopping_Dataset\18_1_crop.mp4,train,4,Inspect Shelf,3353,3373,30.0,3895
1585,18_2,dataset\raw\Videos_MERL_Shopping_Dataset\18_2_crop.mp4,train,0,Reach to Shelf,140,172,30.0,3796
1586,18_2,dataset\raw\Videos_MERL_Shopping_Dataset\18_2_crop.mp4,train,0,Reach to Shelf,367,412,30.0,3796
1587,18_2,dataset\raw\Videos_MERL_Shopping_Dataset\18_2_crop.mp4,train,0,Reach to Shelf,614,657,30.0,3796
1588,18_2,dataset\raw\Videos_MERL_Shopping_Dataset\18_2_crop.mp4,train,0,Reach to Shelf,840,861,30.0,3796
1589,18_2,dataset\raw\Videos_MERL_Shopping_Dataset\18_2_crop.mp4,train,0,Reach to Shelf,1058,1091,30.0,3796
1590,18_2,dataset\raw\Videos_MERL_Shopping_Dataset\18_2_crop.mp4,train,0,Reach to Shelf,1418,1450,30.0,3796
1591,18_2,dataset\raw\Videos_MERL_Shopping_Dataset\18_2_crop.mp4,train,0,Reach to Shelf,2202,2223,30.0,3796
1592,18_2,dataset\raw\Videos_MERL_Shopping_Dataset\18_2_crop.mp4,train,0,Reach to Shelf,2472,2498,30.0,3796
1593,18_2,dataset\raw\Videos_MERL_Shopping_Dataset\18_2_crop.mp4,train,0,Reach to Shelf,2727,2763,30.0,3796
1594,18_2,dataset\raw\Videos_MERL_Shopping_Dataset\18_2_crop.mp4,train,0,Reach to Shelf,3133,3176,30.0,3796
1595,18_2,dataset\raw\Videos_MERL_Shopping_Dataset\18_2_crop.mp4,train,0,Reach to Shelf,3367,3405,30.0,3796
1596,18_2,dataset\raw\Videos_MERL_Shopping_Dataset\18_2_crop.mp4,train,0,Reach to Shelf,465,500,30.0,3796
1597,18_2,dataset\raw\Videos_MERL_Shopping_Dataset\18_2_crop.mp4,train,0,Reach to Shelf,523,544,30.0,3796
1598,18_2,dataset\raw\Videos_MERL_Shopping_Dataset\18_2_crop.mp4,train,0,Reach to Shelf,783,814,30.0,3796
1599,18_2,dataset\raw\Videos_MERL_Shopping_Dataset\18_2_crop.mp4,train,0,Reach to Shelf,999,1030,30.0,3796
1600,18_2,dataset\raw\Videos_MERL_Shopping_Dataset\18_2_crop.mp4,train,0,Reach to Shelf,1156,1191,30.0,3796
1601,18_2,dataset\raw\Videos_MERL_Shopping_Dataset\18_2_crop.mp4,train,0,Reach to Shelf,3037,3062,30.0,3796
1602,18_2,dataset\raw\Videos_MERL_Shopping_Dataset\18_2_crop.mp4,train,1,Retract from Shelf,413,438,30.0,3796
1603,18_2,dataset\raw\Videos_MERL_Shopping_Dataset\18_2_crop.mp4,train,1,Retract from Shelf,501,522,30.0,3796
1604,18_2,dataset\raw\Videos_MERL_Shopping_Dataset\18_2_crop.mp4,train,1,Retract from Shelf,544,572,30.0,3796
1605,18_2,dataset\raw\Videos_MERL_Shopping_Dataset\18_2_crop.mp4,train,1,Retract from Shelf,1032,1055,30.0,3796
1606,18_2,dataset\raw\Videos_MERL_Shopping_Dataset\18_2_crop.mp4,train,1,Retract from Shelf,1221,1239,30.0,3796
1607,18_2,dataset\raw\Videos_MERL_Shopping_Dataset\18_2_crop.mp4,train,1,Retract from Shelf,1387,1413,30.0,3796
